bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count
23724,NausicaÃ_ of the Valley of the Wind  Vol. 7 (NausicaÃ_ of the Valley of the Wind  #7),Hayao Miyazaki-Matt Thorn-Kaori Inoue-Joe Yamazaki-Walden Wong-Izumi Evers,4.61,1591163552,9.78159E+12,eng,223,1637,72
23728,NausicaÃ_ de la vallÃ©e du vent  tome 5,Hayao Miyazaki,4.61,2723433935,9.78272E+12,fre,152,55,3
23730,NausicaÃ_ de la vallÃ©e du vent  tome 2,Hayao Miyazaki,4.52,2723433900,9.78272E+12,fre,132,37,3
23734,NausicaÃ_ De La VallÃ©e Du Vent  Tome 4,Hayao Miyazaki,4.59,2723433927,9.78272E+12,fre,144,26,2
23735,NausicaÃ_ de la vallÃ©e du vent  tome 7,Hayao Miyazaki,4.61,2723433951,9.78272E+12,fre,223,24,4
23739,NausicaÃ_ de la vallÃ©e du vent  tome 6,Hayao Miyazaki,4.62,2723433943,9.78272E+12,fre,160,23,2
23740,NausicaÃ_ de la vallÃ©e du vent  tome 3,Hayao Miyazaki,4.56,2723433919,9.78272E+12,fre,144,29,3
23741,NausicaÃ_ de la vallÃ©e du vent,Hayao Miyazaki,4.45,2723432971,9.78272E+12,fre,132,43,4
23750,MaÌ‚ndraga,Nausicaa Marbe,3.57,9029052414,9.78903E+12,nl,223,2,0
23751,Homer's Daughter,Robert Graves,3.83,897330595,9.7809E+12,en-US,283,397,31
23753,The Absolute Sandman  Volume One,Neil Gaiman-Mike Dringenberg-Chris Bachalo-Michael Zulli-Kelly Jones-Charles Vess-Colleen Doran-Malcolm Jones III-Steve Parkhouse-Daniel Vozzo-Lee Loughridge-Steve Oliff-Todd Klein-Dave McKean-Sam Kieth,4.65,1401210821,9.7814E+12,eng,612,14849,493
23754,Preludes & Nocturnes (The Sandman  #1),Neil Gaiman-Sam Kieth-Mike Dringenberg-Malcolm Jones III-Todd Klein-Karen  Berger,4.25,1563892278,9.78156E+12,eng,233,158629,3543
23756,Berlin Diary: The Journal of a Foreign Correspondent 1934-1941,William L. Shirer-Gordon A. Craig,4.29,801870569,9.7808E+12,eng,627,3494,191
23757,This Is Berlin: Reporting from Nazi Germany 1938-40,William L. Shirer-John Keegan-Inga Shirer Dean,4.22,1585672793,9.78159E+12,en-US,478,147,4
23758,The Nightmare Years: 1930-40 (20th Century Journey  #2),William L. Shirer,4.23,1841581224,9.78184E+12,eng,654,817,37
23760,Gandhi,William L. Shirer,4.05,671638815,9.78067E+12,eng,0,1,0
23763,The Collapse of the Third Republic,William L. Shirer,4.2,306805626,9.78031E+12,eng,1082,497,36
23770,The Egg and I (Betty MacDonald Memoirs  #1),Betty MacDonald,3.93,704102471,9.7807E+12,eng,288,6223,575
23772,Green Eggs and Ham,Dr. Seuss,4.3,394800168,9.78039E+12,eng,62,539202,8276
23774,Something Borrowed (Darcy & Rachel  #1),Emily Giffin,3.84,312321198,9.78031E+12,en-US,322,24424,4090
23777,Something Borrowed  Something Blue,Elaine Barbieri-Constance O'Banyon-Evelyn Rogers-Bobbi Smith,4,084394725X,9.78084E+12,eng,394,16,1
23784,The Major Plays,Anton Chekhov-Ann Dunnigan-Rosamund Bartlett-Robert Brustein,4.18,451530373,9.78045E+12,eng,406,94,15
23785,The Complete Plays,Anton Chekhov-Laurence Senelick,4.49,393048853,9.78039E+12,eng,1060,215,12
23788,Anton Chekhov's Selected Plays,Anton Chekhov-Laurence Senelick,4.01,393924653,9.78039E+12,eng,674,95,10
23790,Short Stories,Anton Chekhov-Ralph E. Matlaw,4.35,393090027,9.78039E+12,eng,384,2633,106
23791,Ward No. 6 and Other Stories,Anton Chekhov-David Plante-Constance Garnett,4.32,1593080034,9.78159E+12,en-US,400,6805,163
23792,Roald Dahl's Book of Ghost Stories,Roald Dahl-F. Marion Crawford-L.P. Hartley-Richard Barham Middleton-Rosemary Timperley-J. Sheridan Le Fanu-Mary Treadgold-Edith Wharton-Jonas Lie-Robert Aickman-Cynthia Asquith-E.F. Benson-A.M. Burrage,3.69,140071784,9.78014E+12,eng,249,2403,214
23793,The Dark Descent,David G. Hartwell-Clive Barker-Ray Bradbury-John Collier-Shirley Jackson-Stephen King-Joyce Carol Oates,4.26,312862172,9.78031E+12,eng,1011,1959,60
23796,The Medusa in the Shield,David G. Hartwell-Robert Aickman-Charlotte Perkins Gilman-William Faulkner-Robert Smythe Hichens-Richard Matheson-Joanna Russ-Dennis Etchison-D.H. Lawrence-Tanith Lee-Flannery O'Connor-Ramsey Campbell-Thomas M. Disch-Henry James-Theodore Sturgeon-Clive Barker-Edgar Allan Poe-Stephen King-Michael  Bishop-H.P. Lovecraft-J. Sheridan Le Fanu,3.98,812509668,9.78081E+12,eng,498,48,6
23797,A Fabulous  Formless Darkness,David G. Hartwell-Fritz Leiber-Fitz-James O'Brien-Shirley Jackson-Ambrose Bierce-Edith Wharton-Algernon Blackwood-Thomas M. Disch-Robert Aickman-Philip K. Dick-Gene Wolfe-Charles Dickens-Stephen King-Joyce Carol Oates-Walter de la Mare-Ivan Turgenev-Robert W. Chambers-Oliver Onions,4.21,812509676,9.78081E+12,eng,608,33,5
23799,The Dark Descent  Vol 1: The Color of Evil,David G. Hartwell,4.11,246136677,9.78025E+12,eng,304,2,0
23801,Bargaining for Advantage: Negotiation Strategies for Reasonable People,G. Richard Shell,3.94,143036971,9.78014E+12,en-US,320,4406,80
23802,Bargaining for Advantage: Negotiation Strategies for Reasonable People,G. Richard Shell,3.94,140281916,9.78014E+12,eng,304,36,1
23807,The Silence of the Lambs  (Hannibal Lecter  #2),Thomas  Harris,4.18,99446782,9.7801E+12,eng,338,387742,3464
23809,The Silence of the Lambs and Red Dragon,Thomas  Harris,4.48,1850522316,9.78185E+12,eng,534,283,8
23810,Red Dragon/The Silence of the Lambs,Thomas  Harris,4.48,91881358,9.78009E+12,eng,708,19,2
23811,The Silence of the Lambs,Yvonne Tasker,4.27,851708714,9.78085E+12,eng,96,496,14
23814,King Solomon's Mines (Allan Quatermain  #1),H. Rider Haggard,3.8,812966295,9.78081E+12,eng,264,33836,1118
23816,Mine  All Mine!: A Book About Pronouns,Ruth Heller,4.07,698117972,9.7807E+12,en-US,48,109,23
23818,A Faith Like Mine,Laura Buller-DK Publishing,3.91,756611776,9.78076E+12,eng,80,50,19
23824,Speaks the Nightbird (Matthew Corbett  #1),Robert R. McCammon,4.13,1880216620,9.78188E+12,en-US,726,132,25
23825,Mine,Robert R. McCammon,3.9,671664867,9.78067E+12,eng,442,73,11
23826,Usher's Passing,Robert R. McCammon,3.9,30618339,9.78003E+12,eng,401,58,14
23827,The Bishop's Boys: A Life of Wilbur and Orville Wright,Tom D. Crouch,4.17,039330695X,9.78039E+12,eng,608,136,26
23829,Ghost Story,Peter Straub,3.95,224016865,9.78022E+12,eng,512,21,2
23832,The Insomnia Answer: A Personalized Program for Identifying and Overcoming the Three Types of Insomnia,Paul Glovinsky-Art Spielman,3.89,399532978,9.7804E+12,en-US,272,47,13
23835,Cognitive Behavioral Treatment of Insomnia: A Session-By-Session Guide,Michael L. Perlis-Carla Jungquist-Michael T. Smith,4.1,387222529,9.78039E+12,eng,182,2,1
23837,Healing Therapies for Overcoming Insomnia,Peter  Van Houten-Rich McCord,3.6,1565891740,7.98499E+11,eng,175,8,1
23840,The Attraction (Dark Coming of Age  #3),Douglas Clegg,3.63,843954116,9.78084E+12,eng,324,376,34
23841,Nightmare House (Harrow House  #1),Douglas Clegg,3.36,084395177X,9.78084E+12,en-GB,340,931,97
23843,The Abandoned (Harrow House  #4),Douglas Clegg,3.42,843954108,9.78084E+12,eng,370,222,22
23845,The Nightmare Chronicles,Douglas Clegg,3.74,084394580X,9.78084E+12,en-US,360,400,32
23846,Mischief (Harrow House  #2),Douglas Clegg,3.49,843947667,9.78084E+12,eng,359,368,26
23847,Purity (Dark Coming of Age  #1),Douglas Clegg,3.78,1881475719,9.78188E+12,eng,118,95,10
23848,The Hour Before Dark,Douglas Clegg,3.75,843951427,9.78084E+12,eng,370,1003,75
23849,The Halloween Man,Douglas Clegg,3.36,843944390,9.78084E+12,eng,360,554,66
23850,Isis (Harrow House  #0.25),Douglas Clegg,3.68,1587670895,9.78159E+12,eng,98,21,6
23855,The Abandoned (Harrow House  #4),Douglas Clegg,3.42,1587671379,9.78159E+12,eng,423,5,0
23856,The Sisters: The Saga of the Mitford Family,Mary S. Lovell,3.97,393324141,9.78039E+12,eng,611,7875,575
23859,Soldiers of Salamis,Javier Cercas-Anne McLean,3.79,1582344728,9.78158E+12,eng,213,398,65
23861,La velocidad de la luz,Javier Cercas,3.94,8483102986,9.78848E+12,spa,312,281,27
23870,Spandau: The Secret Diaries,Albert Speer,4.12,26995018,9.78003E+12,eng,463,6,2
23875,El coronel no tiene quien le escriba,Gabriel GarcÃ_a MÃ¡rquez,3.74,307350436,9.78031E+12,spa,104,17246,606
23876,Of Love and Other Demons,Gabriel GarcÃ_a MÃ¡rquez,3.98,517405091,9.78052E+12,eng,160,33467,1070
23877,Noticia de un secuestro,Gabriel GarcÃ_a MÃ¡rquez,3.84,307350509,9.78031E+12,spa,336,1261,68
23878,Chronicle of a Death Foretold,Gabriel GarcÃ_a MÃ¡rquez-Gregory Rabassa,3.96,140003471X,9.7814E+12,eng,120,65713,2633
23880,Vivir para contarla,Gabriel GarcÃ_a MÃ¡rquez,3.98,9681336089,9.78968E+12,spa,579,1053,88
23881,La hojarasca,Gabriel GarcÃ_a MÃ¡rquez,3.61,968131588X,9.78968E+12,spa,160,9,1
23882,Ojos de perro azul,Gabriel GarcÃ_a MÃ¡rquez,3.73,307350517,9.78031E+12,spa,192,3093,111
23884,The General in His Labyrinth,Gabriel GarcÃ_a MÃ¡rquez-Edith Grossman,3.68,1400043336,9.7814E+12,eng,248,11460,373
23886,La increÃ_ble y triste historia de la cÃ¡ndida ErÃ©ndira y de su abuela desalmada,Gabriel GarcÃ_a MÃ¡rquez,3.89,307350363,9.78031E+12,spa,160,19,1
23887,The Autumn of the Patriarch,Gabriel GarcÃ_a MÃ¡rquez-Gregory Rabassa,3.85,60882867,9.78006E+12,eng,255,11872,470
23888,Memoria de mis putas tristes,Gabriel GarcÃ_a MÃ¡rquez,3.59,9875661961,9.78988E+12,spa,112,55,6
23894,Cien aÃ±os de soledad,Gabriel GarcÃ_a MÃ¡rquez,4.06,307350274,9.78031E+12,spa,512,51,6
23895,El amor en los tiempos del cÃ_lera,Gabriel GarcÃ_a MÃ¡rquez,3.9,8467204362,9.78847E+12,spa,430,48,1
23900,Relato de un nÃ¡ufrago,Gabriel GarcÃ_a MÃ¡rquez,3.76,307350401,9.78031E+12,spa,172,1988,112
23903,Relato de Um NÃ¡ufrago,Gabriel GarcÃ_a MÃ¡rquez-Remy Gorga Filho,3.76,8501011207,9.7885E+12,por,134,40,1
23912,The Complete Poems,William Blake-Alicia Suskin Ostriker,4.29,140422153,9.78014E+12,eng,1072,7584,46
23913,The Marriage of Heaven and Hell,William Blake,4.24,486281221,9.78049E+12,eng,48,6894,226
23919,The Complete Stories and Poems,Edgar Allan Poe,4.38,385074077,9.78039E+12,eng,821,174162,1179
23920,Complete Tales and Poems,Edgar Allan Poe,4.38,785814531,9.78079E+12,eng,864,1824,113
23921,The Complete Tales and Poems,Edgar Allan Poe,4.38,606029818,9.78061E+12,eng,1026,5,0
23922,The Edgar Allan Poe Audio Collection,Edgar Allan Poe,4.5,694524190,9.78069E+12,eng,5,262,56
23925,18 Best Stories by Edgar Allan Poe,Edgar Allan Poe-Vincent Price-Chandler Brossard,4.02,440322278,9.78044E+12,eng,288,395,35
23926,Complete Poems (Library of Classic Poets),Edgar Allan Poe,4.32,517082454,9.78052E+12,en-US,128,191,11
23928,Edgar Allan Poe A to Z,Dawn B. Sova,4.33,081604161X,9.78082E+12,eng,320,8,0
23929,Selected Letters  1940-1956,Jack Kerouac-Ann Charters,4.12,140234446,9.78014E+12,eng,656,775,20
23930,The Wild Boys,William S. Burroughs,3.6,802133312,9.7808E+12,eng,193,2911,119
23931,Nova Express (The Nova Trilogy  #3),William S. Burroughs,3.68,802133304,9.7808E+12,eng,192,2480,66
23932,Last Words: The Final Journals,William S. Burroughs-James Grauerholz,3.98,802137784,9.7808E+12,eng,273,479,19
23935,The Job: Interviews with William S. Burroughs,William S. Burroughs-Daniel Odier,4.05,140118829,9.78014E+12,eng,224,922,26
23936,With William Burroughs: A Report From the Bunker,William S. Burroughs-Victor Bockris,4.05,312147678,9.78031E+12,eng,286,325,11
23937,The Soft Machine (The Nova Trilogy #1),William S. Burroughs,3.39,802133290,9.7808E+12,eng,184,5095,187
23940,Junky,William S. Burroughs-Oliver  Harris-Allen Ginsberg,3.84,142003166,9.78014E+12,eng,208,44469,1013
23942,Queer,William S. Burroughs,3.62,330300164,9.78033E+12,eng,160,8784,258
23943,Naked Lunch,William S. Burroughs-Barry Miles-James Grauerholz,3.44,802116396,9.7808E+12,eng,304,69,7
23944,Cities of the Red Night,William S. Burroughs,3.77,312278462,9.78031E+12,en-GB,332,3784,192
23945,William S. Burroughs  Throbbing Gristle  Brion Gysin,V. Vale-Andrea Juno-William S. Burroughs-Throbbing Gristle-Brion Gysin,4.25,1889307157,9.78189E+12,eng,140,1262,17
23946,Burroughs Live: The Collected Interviews  1960-1997,William S. Burroughs-SylvÃ¨re Lotringer,4.35,1584350105,9.78158E+12,eng,675,125,5
23948,My Education: A Book of Dreams,William S. Burroughs,3.7,140094547,9.78014E+12,eng,193,1038,46
23949,Literary Outlaw: The Life and Times of William S. Burroughs,Ted Morgan-William S. Burroughs,4.13,380708825,9.78038E+12,eng,672,1677,45
23950,Trainspotting (Mark Renton  #2),Irvine Welsh,4.09,393057240,9.78039E+12,en-US,340,518,43
23952,Trainspotting,Murray Smith,4,851708706,9.78085E+12,eng,96,68,5
23955,Trainspotting,Irvine Welsh-Eric Lindor Fall,4.09,2020336464,9.78202E+12,fre,344,59187,861
23960,Glue,Irvine Welsh,3.82,99436922,9.7801E+12,eng,556,10933,197
23961,Marabou Stork Nightmares,Irvine Welsh,3.86,393315630,9.78039E+12,eng,288,8369,252
23963,You'll Have Had Your Hole,Irvine Welsh,3.53,413728609,9.78041E+12,eng,76,219,5
23964,Ecstasy,Irvine Welsh-Alain DefossÃ©,3.58,2020416409,9.78202E+12,fre,358,12,2
23966,Filth,Irvine Welsh,3.74,393318680,9.78039E+12,eng,393,19875,618
23967,Cola,Irvine Welsh,3.82,8433970011,9.78843E+12,spa,528,34,1
23968,The Female Brain,Louann Brizendine,3.82,767920090,9.78077E+12,eng,304,8305,1179
23979,Scribble  Scribble: Notes on the Media,Nora Ephron,3.7,553122754,9.78055E+12,eng,163,313,23
23980,When Harry Met Sally,Nora Ephron,4.24,747575479,9.78075E+12,eng,98,3089,66
23984,Life Amongst the Modocs,Joaquin Miller-Alan Rosenus-Malcolm Margolin,4.32,930588797,9.78093E+12,eng,456,19,6
23989,Devil's Backbone,Terry C. Johnston,4.17,312925743,9.78031E+12,eng,448,102,6
24000,La galaxia Gutenberg,Marshall McLuhan,4.12,8481091847,9.78848E+12,spa,446,6,1
24001,Soldados de Salamina,Javier Cercas,3.79,8483101610,9.78848E+12,spa,209,3896,206
24006,Rule #1: The Simple Strategy for Successful Investing in Only 15 Minutes a Week!,Phil Town,3.97,307336131,9.78031E+12,eng,320,1203,77
24010,"Laguna  I Love You: The Best of ""Our Town""",John Weld-Phil Interlandi,0,1564741575,9.78156E+12,eng,285,0,0
24028,"Dirty Italian: Everyday Slang from ""What's Up?"" to ""F*%# Off!""",Gabrielle Ann Euvino-Lindsay Mack,4.04,1569755663,9.78157E+12,eng,163,44,0
24037,The Deep (Dive  #2),Gordon Korman,3.78,439507235,9.78044E+12,eng,148,1404,55
24040,The Discovery (Dive  #1),Gordon Korman,3.72,439507227,9.78044E+12,eng,141,1820,136
24043,New York City's Best Dive Bars: Drinking and Diving in the Five Boroughs,Wendy Mitchell-June Kim,3.75,970312539,9.78097E+12,eng,160,16,2
24047,The Stowaway Solution (On The Run  #4),Gordon Korman,4.11,439651395,9.78044E+12,eng,160,2006,80
24048,The Abduction (Kidnapped  #1),Gordon Korman,3.99,043984777X,9.78044E+12,eng,144,3232,251
24050,The Fugitive Factor (On The Run  #2),Gordon Korman,4.13,439651379,9.78044E+12,eng,160,2464,148
24052,Chasing The Falconers (On The Run  #1),Gordon Korman,4.05,439651360,9.78044E+12,eng,154,4511,362
24054,Losing Joe's Place,Gordon Korman,4.04,590427695,9.78059E+12,eng,233,768,46
24056,Something Fishy at Macdonald Hall (Macdonald Hall  #7),Gordon Korman,4.04,590255223,9.78059E+12,eng,208,901,14
24058,The Zucchini Warriors (Macdonald Hall  #5),Gordon Korman,4.01,590441744,9.78059E+12,eng,208,1141,42
24060,The Contest (Everest Trilogy),Gordon Korman,3.85,613589459,9.78061E+12,eng,137,11,2
24062,The Deep (Dive Trilogy),Gordon Korman,3.78,613674839,9.78061E+12,eng,148,0,0
24064,No More Dead Dogs,Gordon Korman,3.71,439294843,9.78044E+12,eng,180,11,1
24065,Radio Fifth Grade,Gordon Korman,3.55,590419277,9.78059E+12,eng,192,509,45
24066,The Climb (Everest Trilogy),Gordon Korman,3.9,061358466X,9.78061E+12,eng,151,2,0
24073,The Contest (Everest  #1),Gordon Korman,3.85,439401399,9.78044E+12,eng,96,3456,221
24079,Casino Royale (James Bond  #1),Ian Fleming,3.73,340425679,9.78034E+12,eng,188,54,7
24087,The Eternal Flame,T.A. Barron-David Elliot,4.22,399242139,9.7804E+12,eng,377,2514,51
24089,The Ivy Tree,Carolyn Brown,4.2,803494661,9.7808E+12,eng,192,19,1
24093,Street Magic (The Circle Opens  #2),Tamora Pierce,4.14,590396439,9.78059E+12,eng,300,20623,275
24094,Wolf-Speaker (Immortals  #2),Tamora Pierce,4.23,1416903445,9.78142E+12,eng,344,41550,635
24096,Leonardo's Notebooks,Leonardo da Vinci-H. Anna Suh,3.92,1579124577,9.78158E+12,eng,352,34136,114
24100,The Golden Notebook,Doris Lessing,3.76,006093140X,9.78006E+12,eng,640,15435,1158
24113,GÃ¶del  Escher  Bach: An Eternal Golden Braid,Douglas R. Hofstadter,4.3,465026567,9.78047E+12,eng,777,35970,1430
24114,GÃ¶del  Escher  Bach: Un eterno y grÃ¡cil bucle,Douglas R. Hofstadter-Mario A. Usabiaga-Alejandro Lopez Rousseau-Jorge Wagensberg,4.3,8472234592,9.78847E+12,spa,882,46,3
24115,GÃ¶del  Escher  Bach: An Eternal Golden Braid,Douglas R. Hofstadter,4.3,140289208,9.78014E+12,eng,777,312,24
24117,GÃ¶del  Escher  Bach: ein Endloses Geflochtenes Band,Douglas R. Hofstadter-Philipp Wolff-Windegg-Hermann Feuersee,4.3,3423300175,9.78342E+12,ger,843,58,5
24118,GÃ¶del  Escher  Bach. Les Brins D'une Guirlande Eternelle,Douglas R. Hofstadter-Jacqueline Henry-Robert French,4.3,210005435X,9.7821E+12,fre,936,17,3
24119,M Is for Mayflower: A Massachusetts Alphabet,Margot Theis Raven-Jeannie Brett,4,1585360724,9.78159E+12,eng,40,26,3
24121,Mayflower Treasure Hunt (A to Z Mysteries: Super Edition  #2),Ron Roy-John Steven Gurney,4.18,375839372,9.78038E+12,en-US,114,926,37
24124,William Shakespeareâ€™s: Romeo and Juliet (Shakespeare Retellings  #4),Bruce Coville-Dennis Nolan,3.97,803724624,9.7808E+12,eng,40,175,17
24125,Romeo and Juliet,William Shakespeare-Barbara A. Mowat-Paul Werstine,3.74,743482808,9.78074E+12,eng,281,292,14
24126,Jennifer  Hecate  Macbeth  William McKinley  and Me  Elizabeth,E.L. Konigsburg,3.79,1416933964,9.78142E+12,eng,128,52,11
24127,Death of a Charming Man (Hamish Macbeth  #10),M.C. Beaton,3.79,446403385,9.78045E+12,eng,176,3403,209
24128,The Merchant of Venice,William Shakespeare-Robert          Jackson-Barbara A. Mowat-Paul Werstine,3.8,743477561,9.78074E+12,eng,237,130122,2236
24136,The Merchant of Venice,William Shakespeare-Robert     Smith-Jonathan Morris,3.8,521618754,9.78052E+12,eng,196,1540,35
24137,Catherine  Called Birdy,Karen Cushman,3.71,60739428,9.78006E+12,eng,224,33009,1249
24147,How to Build a Time Machine,Paul Davies,3.82,141005343,9.78014E+12,eng,148,65,8
24149,Around the World in 8 1/2 Days (Judy Moody #7),Megan McDonald-Peter H. Reynolds,4.15,763628328,9.78076E+12,eng,157,3349,113
24152,Judy Moody  M.D.: The Doctor is In! (Judy Moody #5),Megan McDonald-Peter H. Reynolds,4.08,763626155,9.78076E+12,en-US,151,4436,145
24153,Judy Moody EstÃ¡ de Mal Humor  de Muy Mal Humor (Judy Moody #1),Megan McDonald-Peter H. Reynolds,3.95,9505110448,9.78951E+12,spa,160,21,0
24155,Judy Moody Declares Independence (Judy Moody #6),Megan McDonald-Peter H. Reynolds,4.08,076362800X,9.78076E+12,eng,160,3774,130
24156,Judy Moody Gets Famous! (Judy Moody  #2),Megan McDonald-Peter H. Reynolds,4.03,763619310,9.78076E+12,en-US,144,8080,292
24157,Judy Moody Saves the World! (Judy Moody #3),Megan McDonald-Peter H. Reynolds,4.03,763620874,9.78076E+12,eng,160,5883,248
24158,The Judy Moody Mood Journal,Megan McDonald,4.15,074459863X,9.78074E+12,eng,128,320,7
24160,Peace Like a River,Leif Enger,3.99,552999350,9.78055E+12,en-US,368,190,28
24172,Amelia's Notebook (Amelia's Notebooks  #1),Marissa Moss,4,1416909052,9.78142E+12,eng,40,5200,157
24173,Amelia's 6th-Grade Notebook (Amelia's Notebooks  #15),Marissa Moss,4.01,068987040X,9.78069E+12,en-US,80,616,29
24176,Amelia's Notebook,Marissa Moss,4,1883672465,9.78188E+12,en-US,32,3,0
24178,Charlotte's Web,E.B. White-Garth Williams-Rosemary Wells,4.16,64410935,9.78006E+12,eng,184,1229902,13915
24179,Charlotte's Web,E.B. White-Garth Williams-Rosemary Wells,4.16,61127760,9.78006E+12,en-US,224,226,18
24180,Charlotte's Web,E.B. White-Garth Williams-Kate DiCamillo,4.16,60882611,9.78006E+12,en-US,192,204,19
24183,Charlotte's Web: Wilbur Finds a Friend,Jennifer Frantz-E.B. White-Aleksey Ivanov-Olga Ivanov,4.1,60882816,9.78006E+12,eng,32,57,7
24188,Secrets of the Scorpion,Jed Carleton-Shawn Carman-Seth Mason-Robert    Lee-Travis Heerman-Aaron Medwin-Matthew S. Armstrong-D.J. Trindle-Cris Dornaus-Eric Steiger,3.68,1887953795,9.78189E+12,eng,96,44,0
24189,Le Secret du Pape (Le Scorpion  #2),Stephen Desberg-Enrico Marini,3.9,287129352X,9.78287E+12,fre,48,154,5
24191,Attack of the Jaguar (Xtreme Adventure Inc.),M.A. Harvey-Garry Walton,3.4,1844580512,9.78184E+12,eng,125,4,0
24192,The Runaway Jury,John Grisham,3.97,385339690,9.78039E+12,eng,358,239779,1617
24194,The Runaway Jury,John Grisham,3.97,071266131X,9.78071E+12,eng,401,154,6
24196,The Boys Start the War (Boy/Girl Battle  #1),Phyllis Reynolds Naylor,4.02,440418410,9.78044E+12,eng,144,1511,112
24198,The Boys Start the War  the Girls Get Even,Phyllis Reynolds Naylor,4.13,440409713,9.78044E+12,eng,10,358,23
24202,Boys Against Girls (Sweet Valley Twins  #17),Francine Pascal-Jamie Suzanne,3.49,553175262,9.78055E+12,eng,104,3,1
24205,Boys Against Girls (Sweet Valley Twins  #17),Francine Pascal-Jamie Suzanne,3.49,553155717,9.78055E+12,eng,104,18,2
24213,Alice's Adventures in Wonderland & Through the Looking-Glass,Lewis Carroll-John Tenniel-Martin Gardner,4.07,451527747,9.78045E+12,eng,239,367499,5859
24215,Alice's Adventures in Wonderland: A Pop-Up Adaptation,Robert Sabuda-Lewis Carroll,4.33,689847432,9.78069E+12,en-US,12,21260,104
24217,Alice's Adventures in Wonderland and Through the Looking Glass,Lewis Carroll-John Tenniel-Tan Lin,4.07,1593080158,9.78159E+12,eng,286,2684,264
24218,Alice's Adventures in Wonderland,Lewis Carroll-Helen Oxenbury,4.01,763620491,9.78076E+12,eng,208,65,5
24220,Alice's Adventures in Wonderland and Through the Looking-Glass (Alice's Adventures in Wonderland  #1-2),Lewis Carroll-Hugh Haughton-John Tenniel,4.07,141439769,9.78014E+12,eng,357,3291,212
24221,Alice's Adventures in Wonderland,Lewis Carroll-Helen Oxenbury,4.01,763608041,9.78076E+12,eng,207,224,26
24223,The Art of Warfare,Sun Tzu-Roger T. Ames,3.97,034536239X,9.78035E+12,eng,336,814,55
24244,The Black Ice (Harry Bosch  #2; Harry Bosch Universe  #2),Michael Connelly,4.07,446613444,9.78045E+12,eng,448,42936,1531
24247,The Black Ice Score,Donald E. Westlake,3.89,850316820,9.78085E+12,eng,160,12,0
24248,Black Ice (Ice  #1),Anne Stuart,3.71,778321711,9.78078E+12,eng,377,8152,614
24249,A Cavern of Black Ice (Sword of Shadows  #1),J.V. Jones,3.87,076534551X,9.78077E+12,eng,769,7759,156
24253,White Sky  Black Ice (Nathan Active Mystery  #1),Stan Jones,3.77,1569473331,9.78157E+12,eng,284,611,111
24255,Thus Spake the Corpse: An Exquisite Corpse Reader 1988-98 Vol 1 Poetry & Essays,Andrei Codrescu-Laura Rosenthal,3.83,1574231006,9.78157E+12,en-US,417,18,1
24257,Thus Spoke Zarathustra,Friedrich Nietzsche,4.06,1845882423,9.78185E+12,eng,128,905,40
24268,A World Lit Only by Fire,William Manchester-Barrett Whitener,3.85,786160446,9.78079E+12,en-US,10,36,4
24270,War Comes to Willy Freeman (Arabus Family Saga  #1),James Lincoln Collier-Christopher Collier,3.6,440495040,9.78044E+12,eng,192,253,51
24271,Skellig (Skellig  #1),David Almond,3.79,440229081,9.78044E+12,eng,208,16388,1690
24273,Skellig: The Play,David Almond,3.55,340854332,9.78034E+12,eng,128,34,3
24280,Les MisÃ©rables,Victor Hugo-Lee Fahnestock-Norman MacAfee,4.16,451525264,9.78045E+12,eng,1463,559595,9943
24281,Les MisÃ©rables,Victor Hugo-Charles E. Wilbour,4.16,679600124,9.78068E+12,en-US,1260,718,122
24283,Les MisÃ©rables,Victor Hugo-Charles E. Wilbour-James K. Robinson,4.29,449300021,9.78045E+12,eng,400,4565,340
24284,Les MisÃ©rables,Victor Hugo-Charles E. Wilbour-Peter Washington,4.16,375403175,9.78038E+12,eng,1480,7958,471
24286,Les Misï»¿Ã©rables,Victor Hugo-Charles E. Wilbour,4.16,1566199158,9.78157E+12,eng,1222,119,30
24288,Les Miserables (Stepping Stones),Monica Kulling-Victor Hugo,4.27,067986668X,9.78068E+12,eng,112,536,49
24294,Because Of Winn-Dixie,Kate DiCamillo,4.03,043925051X,9.78044E+12,eng,185,194,29
24296,Because Of Winn Dixie,Kate DiCamillo,4.03,439250722,9.78044E+12,eng,182,228,35
24297,At the Edge of the World (Crispin  #2),Avi,3.68,078685152X,9.78079E+12,en-US,234,2497,251
24298,The Story of Avis,Elizabeth Stuart Phelps-Carol Phillips,3.55,813510996,9.78081E+12,eng,250,168,14
24300,Poppy,Avi,3.96,689837186,9.78069E+12,eng,163,6589,472
24304,Poppy's Return,Avi-Brian Floca,3.99,60000147,9.78006E+12,eng,256,1086,70
24305,The Secret School,Avi,3.78,152046992,9.78015E+12,eng,176,3540,374
24307,The Pen Is Mightier Than The Sword (The Amazing Days of Abby Hayes  #6),Anne Mazer-Monica Gesue,3.96,439178827,9.78044E+12,eng,128,1063,19
24308,Have Wheels  Will Travel (The Amazing Days of Abby Hayes  #4),Anne Mazer-Monica Gesue,3.96,439178789,9.78044E+12,eng,144,969,26
24309,Out of Sight  Out of Mind (The Amazing Days of Abby Hayes  #9),Anne Mazer-Monica Gesue-Joyce White,3.87,439353688,9.78044E+12,en-US,144,589,11
